 ;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
5953111;3551005953111;35;355100;;SER E CRESCER LTDA;SER E CRESCER SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310400;QUINZE DE NOVEMBRO;576;CENTRO;13 88554118;-239.638.278.269;-463.853.985.071;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61845807000110;LOURENCONI27@GMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5969255;3551005969255;35;355100;;POLICLINICA IPIRANGA LTDA;POLICLINICA IPIRANGA;;;M;;;M ;MUNICIPAL;04;4;11310420;RUA IPIRANGA;36;CENTRO;34689912;-2.396.722;-46.388.319;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;08354155000138;POLICLINICA.IPIRANGA@TERRA.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5987040;3551005987040;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;COMPLEXO REGULADOR SAO VICENTE;;;M;;;M ;MUNICIPAL;04;81;11310010;RUA PADRE ANCHIETA;462;CENTRO;;-239.664.797.904;-463.838.642.836;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;;;;;0.0;0.0;;SIM
5996562;3551005996562;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE MOVEL ODONTOLOGICA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;40;11310040;RUA PADRE ANCHIETA;462;CENTRO;;-23.966.379;-46.383.744;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;0.0;0.0;0.0;0.0;1.0;0.0;03;NAO
6050018;3551006050018;35;355100;;LUCYMARA SALVIA;LUCYMARA SALVIA;;;M;;;M ;MUNICIPAL;04;22;11310000;AV PRESIDENTE WILSON;1473;CENTRO;13997817003;-239.654.111.684;-463.819.867.373;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6091830;3551006091830;35;355100;;SMDI SERVICOS MEDICOS E DIAGNOSTICOS POR IMAGEM LTDA;TOMOSANTOS;;;M;;;M ;MUNICIPAL;04;36;11310300;PRACA BERNARDINO DE CAMPOS;339;CENTRO;35692108;-23.967.714;-46.388.435;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;09409852000101;;2062;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
6122477;3551006122477;35;355100;;IRMA APARECIDA PEREIRA TORTIA;TORTIA ODONTOLOGIA;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMMERICK;365;CENTRO;30227453;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;irma.tortia@hotmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
6139752;3551006139752;35;355100;;CATARINA RAMOS MARTINS;CATARINA RAMOS MARTINS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310000;PRACA BARAO DO RIO BRANCO;94;CENTRO;34671130;-23.966.827;-46.385.822;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
6139825;3551006139825;35;355100;;WILSON CESAR BUENO;WILSON CESAR BUENO;;;M;;;M ;MUNICIPAL;04;22;11310450;RUA SOROCABANA;93;CENTRO;34665680;;;02;ATENDIMENTO SOMENTE A TARDE;;wilsoncbueno@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6152414;3551006152414;35;355100;;BRUNO FROES LIMA LAFRAIA;BRUNO FROES LIMA LAFRAIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;RUA JOAO RAMALHO;574;CENTRO;(13) 30226471;;;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;4000;0.0;0.0;0.0;0.0;0.0;0.0;11;NAO
6153321;3551006153321;35;355100;;CARINA MARTINS CARNEIRO FRANCISCO;CARINA MARTINS CARNEIRO FRANCISCO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;637;CENTRO;(13) 30223602;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;CARINAMCF@16.COM.BR;4000;0.0;0.0;0.0;0.0;0.0;0.0;06;NAO
6175538;3551006175538;35;355100;;RAIA DROGASIL S A;RAIA DROGASIL FILIAL 181 SV;;;M;;;M ;MUNICIPAL;04;43;11310060;FREI GASPAR;504;CENTRO;;-239.665.533.191;-463.842.988.014;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865023100;FISCALLEGALIZACAO@RD.COM.BR;2046;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
6175546;3551006175546;35;355100;;RAIA DROGASIL S A;RAIA DROGASIL LOJA 0017 SV;;;M;;;M ;MUNICIPAL;04;43;11310061;FREI GASPAR;686;CENTRO;11 37695731;-239.658.082.262;-463.857.793.808;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865059202;FISCALLEGALIZACAO@RD.COM.BR;2046;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
6178138;3551006178138;35;355100;;NILTON LUIZ BRANCO;NILTON LUIZ BRANCO;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;773;CENTRO;34685394;-23.965.517;-46.386.816;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;nlconsultorio@gmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6190235;3551006190235;35;355100;;INSTITUTO DE ANALISES CLINICAS DE SANTOS S A;IACS XV DE NOVEMBRO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310400;QUINZE DE NOVEMBRO;313;CENTRO;3136298042;-239.657.578.147;-463.866.088.453;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;44974822000300;assuntosregulatorios@grupofleury.com.br;2054;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6212174;3551006212174;35;355100;;RICARDO DE SALLES JUNQUEIRA;RICARDO DE SALLES JUNQUEIRA;;;M;;;M ;MUNICIPAL;04;22;11310060;RUA FREI GASPAR;548;CENTRO;34697557;-23.966.405;-46.384.628;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;junqua@uol.com.br;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
6231292;3551006231292;35;355100;44311132000100;CLINIMATER SERV DE ATENDIMENTO MED E CIRURGICO SC LTDA;CLINIMATER SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310421;RUA IPIRANGA;339;CENTRO;(13) 22027373;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;44311132000371;;2062;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6235344;3551006235344;35;355100;;CRISTIANE ROSA DOS SANTOS;CONSULTORIO ODONTOLOGICO CRISTIANE ROSA DOS SANTOS S VIC;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMMERICH;379;CENTRO;(13) 30270327;-23.967.599;-46.385.106;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;cris.r.s@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6235670;3551006235670;35;355100;;VANDA DO CARMO LIGEIRO DIAS;CONSULTORIO DE PSICOLOGIA VANDA DO CARMO L DIAS S VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA IPIRANGA;345;CENTRO;(13) 34667265;;;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;4000;0.0;0.0;0.0;0.0;0.0;0.0;06;NAO
6262902;3551006262902;35;355100;;CLINICA DE VACINACAO IMUNITI LTDA;CLINICA DE VACINACAO IMUNITI LTDA;;;M;;;M ;MUNICIPAL;04;22;11320001;AV PRESIDENTE WILSON;1473;CENTRO;1334694909;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10669379000180;imunitivacinas@yahoo.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;04;NAO
6284159;3551006284159;35;355100;;LABORATORIO DE ANALISES CLINICAS CELLULA MATER LTDA;LABORATORIO DE ANALISES CLINICAS CELLULA MATER SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310441;RUA VISCONDE DE TAMANDARE;499;CENTRO;(13) 32252586;-23.965.033;-46.390.267;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;68020635000194;fatimacellulamater@gmail.com;2062;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
6340520;3551006340520;35;355100;;MARULLI PARRA FISIOTERAPIA E SERVICOS LTDA;MP FISIOTERAPIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310060;RUA FREI GASPAR;739;CENTRO;33299495;-23.965.542;-46.386.695;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;11065345000140;mpfisioterapia@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6503055;3551006503055;35;355100;;MARIA CONCEICAO PEREZ DOMINGUES;MARIA CONCEICAO PEREZ DOMINGUES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMMERICK;379;CENTRO;(13) 34673278;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;perezdomingues@hotmail.com;4000;0.0;0.0;0.0;0.0;0.0;0.0;06;NAO
6538584;3551006538584;35;355100;;CLINICA ODONTOLOGICA AZEVEDO MARTINS S C;CONSULTORIO ODONTOLOGICO DRA VIRGINIA AZEVEDO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;739;CENTRO;(13) 34685554;-239.656.072.465;-463.865.464.926;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;VIRGINIACERQUEIRA@YMAIL.COM;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6539068;3551006539068;35;355100;;DAY CENTER CIRURGIAS LTDA;DAY CENTER CIRURGIAS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11320000;AV PRESIDENTE WILSON;1136;CENTRO;(13) 34687777;;;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;10794926000150;;2062;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
6560547;3551006560547;35;355100;;DENIPOTI SALLOWICZ CLINICA ODONTOLOGICA LTDA;NASO NUCLEO DE ASSISTENCIA A SAUDE ODONTOLOGICA SV;;;M;;;M ;MUNICIPAL;04;36;11380080;PRACA BARAO DO RIO BRANCO;187;CENTRO;(13) 35688888;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;07640173000113;;2000;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6563791;3551006563791;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CAIXA DE SAUDE E PECULIO DOS SERVIDORES MUN DE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11310060;R FREI GASPAR;157;CENTRO;(13)35695357;-23.968.154;-46.381.716;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;CAIXASUP@TERRA.COM.BR;1244;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6577393;3551006577393;35;355100;;K L C OLIVA E ROSETI LTDA;FISIOTERAPIA INTEGRADA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310061;RUA FREI GASPAR;739;CENTRO;(13) 81124232;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;11409693000197;KAIOLUIZ@HOTMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6633420;3551006633420;35;355100;;EMANOELE ALMEIDA MOURA;CONSULTORIO DE PSICOLOGIA DRA EMANOELE ALMEIDA MOURA;;;M;;;M ;MUNICIPAL;04;22;11310040;RUA PADRE ANCHIETA;331;CENTRO;(13)30224216;;;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6749194;3551006749194;35;355100;;HOSPITAL ANA COSTA S A;AMBULATORIO ANA COSTA DE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11320000;AV PRESIDENTE WILSON;772;CENTRO;(13) 32029298;-239.686.624;-46.375.718;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;68253731001740;JURIDICO@ANACOSTA.COM.BR;2054;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
6755755;3551006755755;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CEO III INSULAR SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11320010;AV QUINTINO BOCAIUVA;1261;CENTRO;1335693513;-23.963.555;-46.381.297;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6795587;3551006795587;35;355100;;EDUARDO CONDE DA SILVA;EDUARDO CONDE DA SILVA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;739;CENTRO;(13) 34677640;-23.965.571;-46.386.685;02;ATENDIMENTO SOMENTE A TARDE;;EDU.CONDE@HOTMAIL.COM;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6810756;3551006810756;35;355100;;INSTITUTO DE OFTALMOLOGIA DA BAIXADA SANTISTA LTDA;INST DE OFTALMOLOGIA DA B SANTISTA IOBS S VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310050;RUA JOAO RAMALHO;825;CENTRO;;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;06030909000179;;2062;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6855903;3551006855903;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CATH CENTRO DE ATEND A TUBERCULOSE E HANSENIASE SV;;;M;;;M ;MUNICIPAL;04;36;11320070;RUA BENEDITO CALIXTO;275;CENTRO;(13) 34682870;-23.966.759.175;-463.759.659.601;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;cath@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
6869122;3551006869122;35;355100;;SUPERINTENDENCIA DE CONTROLE DE ENDEMIAS SUCEN;SUCEN SERVICO REGIONAL 02 SAO VICENTE;;;E;;;E ;ESTADUAL;04;50;11310050;RUA JOAO RAMALHO;587;CENTRO;(13) 3468-8894;-23.963;-46.392;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;43142397000240;sr02@sucen.sp.gov.br;1112;;;;;0.0;0.0;10;NAO
6927181;3551006927181;35;355100;;OSWALDO GUAPO;OSWALDO GUAPO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA QUINZE DE NOVEMBRO;260;CENTRO;(13) 34681770;-23.966.443;-46.386.535;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;marceloguapo@ig.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6966594;3551006966594;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;7;11310420;RUA IPIRANGA;370;CENTRO;34692166;-23.964.159;-46.387.139;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;maternidadesv@saudesaovicente.sp.gov.br;1244;1.0;1.0;1.0;1.0;1.0;1.0;;SIM
7047223;3551007047223;35;355100;;CLINICA MEDICA SAGRADO CORACAO DE JESUS DE S V LTDA;CLINICA TOTAL SAUDE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11310440;RUA VISCONDE TAMANDARE;481;CENTRO;(13) 34679862;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;08992833000198;rosangelavmlobato@hotmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
7088620;3551007088620;35;355100;;LUCY CID PARENTE;VISION CID LASER CLINICA DE OLHOS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMERICK;379;CENTRO;34667791;-239.677.248.709;-463.850.712.776;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;09361177000198;consultoriolucycid@hotmail.com;2135;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
7156677;3551007156677;35;355100;;LAGON CLINICA MEDICA EIRELI ME;CLINICA LAGON SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11340040;RUA PADRE ANCHIETA;331;CENTRO;(13) 33268275;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17786433000117;brunolamoglia@hotmail.com;2305;0.0;0.0;0.0;0.0;0.0;0.0;04;NAO
7166559;3551007166559;35;355100;;CLINICA BRASIMED LTDA;CLINICA BRASIMED SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310000;PRACA BARAO DO RIO BRANCO;54;CENTRO;13 33847740;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;04269848000929;SARACONT@TERRA.COM.BR;2062;0.0;0.0;0.0;0.0;0.0;0.0;06;NAO
7243200;3551007243200;35;355100;;BRENO NAPPI VENTURA;BRENO NAPPI VENTURA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;RUA JOAO RAMALHO;839;CENTRO;13 34688007;-239.648.621.481;-463.855.057.955;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;andreaptelles@gmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7347200;3551007347200;35;355100;;ANGIOCORPORE INSTITUTO DE MEDICINA CARDIOVASCULAR LTDA;ANGIOCORPORE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310935;FREI GASPAR;365;CENTRO;13 32282700;-23.967.127;-46.383.625;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;66499658001170;juridico@apply.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
7371845;3551007371845;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;LABORATORIO ESPECIALIZADO DE DSTHIV SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310421;RUA IPIRANGA;353;CENTRO;13 35695930;-23.964.216;-46.387.245;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;LABDST@SAUDESAOVICENTE.SP.GOV.BR;1244;0.0;0.0;0.0;0.0;0.0;0.0;10;NAO
7384769;3551007384769;35;355100;;RITA DE CASSIA DE SOUZA SA;RITA DE CASSIA DE SOUZA SA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320010;AVENIDA PRESIDENTE WILSON;1473;CENTRO;13 30138187;-23.965.328;-46.382.261;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;PSICOLOGIA_RITA@YAHOO.COM.BR;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7633076;3551007633076;35;355100;;CLINICA RADIOLOGICA DO GUARUJA LTDA;CLINICA RADIOLOGICA DO GUARUJA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310420;RUA IPIRANGA;345;CENTRO;13 34692119;-239.645.291.547;-463.873.646.459;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;51081214000251;clinicaradiologicadoguaruja@hotmaill.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7643489;3551007643489;35;355100;;R DE C TAURO AUDITIVO ME;UP CENTRO AUDITIVO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310050;RUA JOAO RAMALHO;803;CENTRO;34666404;-239.651.807.763;-463.853.555.918;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;20085044000179;upcentroauditivo@hotmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7659768;3551007659768;35;355100;;ANA MARIA ALVES RIBEIRO;ANA MARIA ALVES RIBEIRO;;;M;;;M ;MUNICIPAL;04;22;11310040;RUA PADRE ANCHIETA;331;CENTRO;13 30143176;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;anamaria.alvesribeiro@yahoo.com,br;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
7710496;3551007710496;35;355100;;CENTRO TRASMONTANO DE SAO PAULO;TRASMONTANO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11310071;RUA JACOB EMMERICH;921;CENTRO;;-23.966;-46.386;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;62638374001166;gsalles@trasmontano.com.br;3999;0.0;0.0;0.0;0.0;1.0;0.0;13;NAO
7726430;3551007726430;35;355100;;CLINICA DE ESTETICA BOA FORMA LTDA;CLINICA DE ESTETICA BOA FORMA;;;M;;;M ;MUNICIPAL;04;22;11310050;RUA JOAO RAMALHO;803;CENTRO;33297545;-239.650.092.074;-463.853.234.053;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;15159851000159;CLINICABOAFORMASV@GMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7755023;3551007755023;35;355100;;M L COTA CIA LTDA;CLINICA TOTAL SAUDE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11310440;RUA VISCONDE DE TAMANDARE;481;CENTRO;3278-5908;-239.665.203;-463.900.932;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;19354074000235;;2062;0.0;0.0;0.0;0.0;0.0;0.0;10;NAO
7865139;3551007865139;35;355100;;RENASCER SERVICOS MEDICOS LTDA ME;RENASCER SERVICOS MEDICOS LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310290;R SANTA CRUZ;134;CENTRO;34662175;-23.965.664;-46.376.794;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23152867000168;fisiorenascer@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
7879733;3551007879733;35;355100;;AGF ASSISTENCIA ODONTOLOGICA SS LTDA;SORRIDENTS CLINICAS ODONTOLOGICAS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA XV DE NOVEMBRO;81;CENTRO;34663058;-23.967.884;-46.387.433;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;09081579000139;SP.SAOVICENTE@IG.COM.BR;2240;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7881878;3551007881878;35;355100;;BRANDAO E PRIETO ASSISTENCIA ODONTOLOGICA LTDA EPP;ODONTOCOMPANY SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;RUA JOAO RAMALHO;560;CENTRO;;-2.396.593;-46.383.041;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;19316072000170;saovicente-centro@odontocompany.com;2240;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
7998171;3551007998171;35;355100;;DENTISTE ODONTOLOGIA LTDA ME;DENTISTE ODONTOLOGIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320060;AMADOR BUENO DA RIBEIRA;64;CENTRO;13 33953521;-23.968.181;-46.377.871;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23679505000120;fiscal@leonardomendes.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
8102783;3551008102783;35;355100;;FARMA CONDE S A;FARMA CONDE FILIAL 462 SV;;;M;;;M ;MUNICIPAL;04;43;11310040;PADRE ANCHIETA;454;CENTRO;12 39324721;-239.663.474.386;-463.837.972.283;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;71605265031202;TRIBUTARIO@GRUPOFARMACONDE.COM.BR;2054;;;;;1.0;0.0;;NAO
8144354;3551008144354;35;355100;;CLINICA REFRAKTUM LTDA;CLINICA DE OLHOS EDUARDO PAULINO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310061;FREI GASPAR;790;CENTRO;13 32217260;-239.652.248.939;-463.869.863.749;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;55678577000300;GERENCIA@EDUARDOPAULINO.COM.BR;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
8213895;3551008213895;35;355100;;RAIA DROGASIL S A;DROGASIL DS0775 SV;;;M;;;M ;MUNICIPAL;04;43;11320000;PRESIDENTE WILSON;962;CENTRO;11 37695731;-239.673.180.152;-463.775.986.433;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865132066;FISCALLEGALIZACAO@RD.COM.BR;2046;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
8213909;3551008213909;35;355100;;RAIA DROGASIL S A;DROGARAIA LJ0163 SV;;;M;;;M ;MUNICIPAL;04;43;11310913;PRESIDENTE WILSON;256;CENTRO;11 37695731;-239.702.027.574;-463.715.995.188;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865059393;FISCALLEGALIZACAO@RD.COM.BR;2046;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9008047;3551009008047;35;355100;;DALSON NERY CAIVANO;DALSON NERY CAIVANO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;637;CENTRO;34684519;-23.966.127;-4.638.568;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9117350;3551009117350;35;355100;;CLINICA MEDICA IPIRANGA LTDA;CLINICA MEDICA IPIRANGA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320120;RANGEL PESTANA;209;CENTRO;13 34664255;-239.711.092;-463.734.039;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;24793981000130;leonorbertuso@hotmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9147152;3551009147152;35;355100;;G F DOS SANTOS VACINA ME;PRO SAUDE VACINAS E APLICACOES;;;M;;;M ;MUNICIPAL;04;85;11320001;AVENIDA PRESIDENTE WILSON;1473;CENTRO;1334661378;-239.655.778.348;-463.821.154.833;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;24362889000115;chris.prosaude@hotmail.com;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9169091;3551009169091;35;355100;;JOAO FERNANDO CESAR GONCALVES DO NASCIMENTO;JOAO FERNANDO CESAR GONCALVES DO NASCIMENTO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310040;RUA PADRE ANCHIETA;64;CENTRO;34742109;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;jfwork@bol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
